Donor_id,Months since Last Donation,Number of Donations,Total Volume Donated (c.c.),Months since First Donation,Made Donation in March 2007
1492,10,5,1250,38,0
1493,14,2,500,14,1
1494,14,2,500,14,0
1495,14,2,500,14,1
1496,2,2,500,33,1
1497,11,3,750,23,0
1498,14,8,2000,46,1
1499,9,1,250,9,0
1500,16,5,1250,27,1
1501,14,4,1000,26,0
1502,4,2,500,30,0
1503,14,3,750,21,1
1504,16,16,4000,77,0
1505,4,2,500,31,0
1506,14,8,2000,50,1
1507,11,3,750,26,1
1508,14,7,1750,45,1
1509,15,5,1250,33,0
1510,16,2,500,16,1
1511,16,3,750,21,0
1512,11,8,2000,72,1
1513,11,1,250,11,1
1514,11,1,250,11,1
1515,11,1,250,11,1
1516,2,3,750,75,1
1517,2,3,750,77,0
1518,16,4,1000,28,1
1519,16,15,3750,87,0
1520,16,14,3500,83,1
1521,16,10,2500,62,0
1522,16,3,750,23,1
1523,14,3,750,26,0
1524,23,19,4750,62,1
1525,11,7,1750,75,1
1526,20,14,3500,69,1
1527,4,2,500,46,0
1528,11,2,500,25,1
1529,11,3,750,37,1
1530,13,7,1750,76,0
1531,16,6,1500,50,0
1532,14,3,750,33,1
1533,14,1,250,14,1
1534,14,1,250,14,0
1535,14,1,250,14,1
1536,14,1,250,14,1
1537,17,7,1750,58,1
1538,14,3,750,35,0
1539,16,7,1750,64,1
1540,21,2,500,21,1
1541,16,3,750,35,0
1542,16,1,250,16,1
1543,16,1,250,16,0
1544,16,1,250,16,1
1545,16,1,250,16,0
1546,16,1,250,16,1
1547,11,4,1000,74,0
1548,21,6,1500,48,1
1549,23,2,500,23,1
1550,23,6,1500,45,1
1551,14,2,500,35,1
1552,16,4,1000,58,0
1553,16,5,1250,71,0
1554,21,2,500,26,1
1555,21,3,750,35,0
1556,23,8,2000,69,1
1557,21,3,750,38,0
1558,21,3,750,40,1
1559,21,1,250,21,0
1560,21,1,250,21,1
1561,25,6,1500,50,0
1562,21,1,250,21,1
1563,21,1,250,21,0
1564,23,3,750,39,1
1565,21,2,500,33,1
1566,14,3,750,79,0
1567,23,1,250,23,1
1568,23,1,250,23,1
1569,23,1,250,23,0
1570,23,1,250,23,1
1571,23,1,250,23,0
1572,23,1,250,23,1
1573,16,3,750,86,0
1574,21,2,500,52,1
1575,39,1,250,39,0
1576,72,1,250,72,1
1577,2,1,250,2,0
1578,2,1,250,2,0
1579,2,1,250,2,1
1580,2,1,250,2,1
1581,11,10,2500,35,0
1582,11,4,1000,16,1
1583,4,6,1500,41,1
1584,2,3,750,22,0
1585,4,4,1000,26,1
1586,10,4,1000,16,0
1587,2,4,1000,35,0
1588,4,12,3000,88,1
1589,13,8,2000,26,1
1590,4,5,1250,34,0
1591,4,5,1250,35,1
1592,4,7,1750,52,0
1593,4,7,1750,52,0
1594,2,2,500,14,0
1595,2,5,1250,47,1
1596,9,8,2000,38,1
1597,4,6,1500,47,0
1598,9,9,2250,45,1
1599,4,6,1500,52,1
1600,4,7,1750,58,0
1601,6,2,500,11,1
1602,11,9,2250,38,0
1603,2,2,500,16,0
1604,2,7,1750,76,1
1605,11,6,1500,27,1
1606,11,3,750,14,1
1607,4,1,250,4,0
1608,4,1,250,4,0
1609,4,1,250,4,1
1610,4,1,250,4,1
1611,4,1,250,4,0
1612,4,1,250,4,1
1613,4,1,250,4,1
1614,4,1,250,4,0
1615,4,1,250,4,1
1616,4,1,250,4,0
1617,4,3,750,24,1
1618,4,1,250,4,1
1619,4,1,250,4,0
1620,4,1,250,4,1
1621,10,8,2000,39,1
1622,14,7,1750,26,0
1623,8,10,2500,63,0
1624,4,2,500,14,1
1625,2,4,1000,43,1
1626,8,9,2250,58,0
1627,8,8,2000,52,1
1628,11,22,5500,98,0
1629,4,3,750,25,1
1630,11,17,4250,79,1
1631,9,2,500,11,1
1632,4,5,1250,46,0
1633,7,12,3000,86,1
1634,11,2,500,11,0
1635,11,2,500,11,1
1636,2,6,1500,75,1
1637,11,8,2000,41,1
1638,11,3,750,16,1
1639,12,13,3250,59,0
1640,2,3,750,35,1
1641,16,8,2000,28,0
1642,11,7,1750,37,1
1643,4,3,750,28,0
1644,12,12,3000,58,1
1645,4,4,1000,41,0
1646,11,14,3500,73,1
1647,4,5,1250,58,0
1648,4,4,1000,43,1
1649,3,2,500,23,0
1650,11,8,2000,46,1
1651,4,7,1750,82,1
1652,13,4,1000,21,0
1653,16,7,1750,28,1
1654,7,2,500,16,1
1655,4,5,1250,58,1
1656,4,5,1250,58,0
1657,4,4,1000,46,1
1658,14,13,3250,57,1
1659,4,3,750,34,1
1660,14,18,4500,78,0
1661,11,8,2000,48,1
1662,14,16,4000,70,0
1663,14,4,1000,22,1
1664,14,5,1250,26,1
1665,8,2,500,16,0
1666,11,2,500,14,1
1667,4,2,500,23,0
1668,14,3,750,19,1
1669,16,12,3000,50,1
1670,11,4,1000,28,1
1671,11,5,1250,35,0
1672,2,4,1000,70,1
1673,14,5,1250,28,1
1674,14,2,500,14,1
1675,14,2,500,14,1
1676,14,2,500,14,0
1677,14,6,1500,34,1
1678,11,5,1250,37,1
1679,4,5,1250,74,0
1680,11,3,750,23,0
1681,11,5,1250,38,1
1682,12,9,2250,60,0
1683,9,1,250,9,1
1684,9,1,250,9,0
1685,4,2,500,29,1
1686,11,2,500,17,0
1687,14,4,1000,26,1
1688,11,9,2250,72,1
1689,11,5,1250,41,0
1690,9,5,1250,51,1
1691,14,8,2000,50,1
1692,16,7,1750,38,0
1693,14,2,500,16,0
1694,14,16,4000,98,1
1695,14,4,1000,28,1
1696,16,7,1750,39,0
1697,14,7,1750,47,1
1698,16,6,1500,35,1
1699,11,3,750,28,0
1700,11,1,250,11,1
1701,9,3,750,34,0
1702,14,4,1000,30,0
1703,23,38,9500,98,1
1704,11,1,250,11,1
1705,11,1,250,11,0
1706,11,1,250,11,1
1707,11,1,250,11,1
1708,11,1,250,11,1
1709,11,2,500,21,0
1710,11,5,1250,50,1
1711,11,2,500,21,0
1712,16,4,1000,28,1
1713,14,3,750,26,0
1714,9,2,500,26,1
1715,14,6,1500,51,1
1716,11,2,500,24,0
1717,4,3,750,71,1
1718,21,13,3250,57,1
1719,11,6,1500,71,0
1720,14,2,500,21,1
1721,23,15,3750,57,0
1722,14,4,1000,38,0
1723,11,2,500,26,1
1724,16,5,1250,40,1
1725,4,2,500,51,1
1726,14,4,1000,40,0
1727,11,3,750,40,1
1728,14,5,1250,50,0
1729,14,1,250,14,1
1730,14,1,250,14,0
1731,14,1,250,14,1
1732,14,1,250,14,0
1733,14,1,250,14,1
1734,14,7,1750,72,0
1735,14,1,250,14,1
1736,9,3,750,52,1
1737,14,7,1750,73,0
1738,11,4,1000,58,1
1739,11,4,1000,59,0
1740,4,2,500,59,1
1741,11,4,1000,61,0
1742,16,4,1000,40,1
1743,16,10,2500,89,0
1744,21,2,500,21,1
1745,21,3,750,26,0
1746,16,8,2000,76,0
1747,21,3,750,26,1
1748,18,2,500,23,0
1749,23,5,1250,33,0
1750,16,3,750,34,1
1751,14,5,1250,64,1
1752,14,3,750,41,1
1753,16,1,250,16,0
1754,16,1,250,16,0
1755,16,1,250,16,1
1756,16,1,250,16,1
1757,16,1,250,16,0
1758,16,1,250,16,1
1759,16,4,1000,45,0
1760,16,1,250,16,1
1761,16,1,250,16,0
1762,16,1,250,16,0
1763,21,2,500,23,1
1764,21,2,500,23,0
1765,14,4,1000,57,1
1766,16,5,1250,60,0
1767,23,2,500,23,0
1768,14,5,1250,74,1
1769,23,3,750,28,0
1770,16,3,750,40,1
1771,9,2,500,52,0
1772,9,2,500,52,1
1773,16,7,1750,87,1
1774,14,2,500,35,0
1775,16,7,1750,93,1
1776,21,2,500,25,0
1777,14,3,750,52,1
1778,18,8,2000,95,0
1779,16,3,750,46,1
1780,11,3,750,76,0
1781,23,12,3000,86,0
1782,21,3,750,35,1
1783,23,2,500,26,0
1784,23,2,500,26,1
1785,23,3,750,33,1
1786,23,2,500,28,0
1787,21,1,250,21,1
1788,21,1,250,21,0
1789,21,1,250,21,1
1790,21,1,250,21,0
1791,21,1,250,21,0
1792,21,1,250,21,1
1793,21,1,250,21,0
1794,21,1,250,21,1
1795,21,1,250,21,1
1796,21,1,250,21,0
1797,21,1,250,21,1
1798,21,5,1250,60,0
1799,23,4,1000,45,1
1800,21,4,1000,52,0
1801,22,1,250,22,1
1802,11,2,500,70,0
1803,23,5,1250,58,1
1804,23,3,750,40,1
1805,23,3,750,41,0
1806,14,3,750,83,1
1807,21,2,500,35,0
1808,26,5,1250,49,1
1809,23,6,1500,70,0
1810,23,1,250,23,1
1811,23,1,250,23,0
1812,23,1,250,23,1
1813,23,1,250,23,0
1814,23,1,250,23,1
1815,23,1,250,23,0
1816,23,1,250,23,1
1817,23,4,1000,53,1
1818,21,6,1500,86,0
1819,21,3,750,64,1
1820,16,2,500,70,1
1821,21,3,750,70,1
1822,23,4,1000,87,1
1823,23,3,750,89,1
1824,35,3,750,64,1
1825,74,1,250,74,1
1826,2,43,10750,86,1
1827,6,22,5500,28,1
1828,2,44,11000,98,0
1829,2,11,2750,23,0
1830,2,21,5250,52,1
1831,4,4,1000,4,1
1832,2,11,2750,26,0
1833,2,11,2750,28,0
1834,3,14,3500,35,1
1835,4,6,1500,14,0
1836,3,5,1250,12,1
1837,4,33,8250,98,1
1838,3,10,2500,33,1
1839,4,10,2500,28,1
1840,2,11,2750,40,1
1841,2,11,2750,41,1
1842,4,13,3250,39,1
1843,1,10,2500,43,1
1844,4,9,2250,28,0
1845,2,5,1250,16,1
1846,2,6,1500,22,1
1847,4,5,1250,16,1
1848,2,4,1000,14,1
1849,2,4,1000,14,0
1850,2,6,1500,26,0
1851,4,5,1250,16,1
1852,2,7,1750,32,1
1853,2,6,1500,26,1
1854,2,8,2000,38,1
1855,2,2,500,4,1
1856,2,6,1500,28,1
1857,4,2,500,4,1
1858,1,14,3500,95,0
1859,2,3,750,11,0
1860,2,12,3000,70,1
1861,4,7,1750,32,1
1862,4,4,1000,16,0
1863,2,6,1500,35,1
1864,2,3,750,14,0
1865,2,4,1000,23,0
1866,4,4,1000,18,1
1867,5,6,1500,28,0
1868,4,6,1500,30,1
1869,14,5,1250,14,1
1870,3,8,2000,50,0
1871,4,9,2250,52,1
1872,4,16,4000,98,1
1873,2,9,2250,75,0
1874,4,6,1500,35,1
1875,4,9,2250,55,0
1876,4,6,1500,35,1
1877,2,6,1500,45,0
1878,2,6,1500,47,0
1879,4,2,500,9,0
1880,2,2,500,11,1
1881,4,6,1500,38,1
1882,9,9,2250,38,0
1883,11,5,1250,18,0
1884,2,3,750,21,1
1885,2,1,250,2,0
1886,2,1,250,2,1
1887,2,1,250,2,0
1888,2,1,250,2,1
1889,2,1,250,2,0
1890,2,1,250,2,1
1891,2,1,250,2,1
1892,2,1,250,2,1
1893,2,1,250,2,0
1894,2,3,750,22,0
1895,9,11,2750,49,1
1896,3,5,1250,38,0
1897,3,1,250,3,1
1898,4,6,1500,43,0
1899,2,3,750,24,0
1900,12,11,2750,39,1
1901,2,2,500,14,1
1902,9,3,750,14,0
1903,14,8,2000,26,0
1904,4,2,500,13,1
1905,4,11,2750,95,0
1906,4,1,250,4,1
1907,4,1,250,4,1
1908,4,1,250,4,0
1909,4,1,250,4,1
1910,4,1,250,4,0
1911,4,1,250,4,1
1912,4,1,250,4,1
1913,4,1,250,4,0
1914,4,7,1750,62,0
1915,4,4,1000,34,1
1916,11,6,1500,28,0
1917,13,3,750,14,1
1918,9,9,2250,54,0
1919,11,2,500,11,0
1920,2,5,1250,63,1
1921,7,11,2750,89,0
1922,8,9,2250,64,1
1923,2,2,500,22,1
1924,11,16,4000,89,0
1925,4,5,1250,58,0
1926,14,7,1750,35,1
1927,11,4,1000,27,0
1928,7,9,2250,89,1
1929,7,5,1250,52,0
1930,11,6,1500,41,1
1931,10,5,1250,38,0
1932,14,2,500,14,1
1933,14,2,500,14,0
1934,14,2,500,14,1
1935,2,2,500,33,1
1936,11,3,750,23,0
1937,14,8,2000,46,1
1938,9,1,250,9,0
1939,16,5,1250,27,1
1940,14,4,1000,26,0
1941,4,2,500,30,0
1942,14,3,750,21,1
1943,16,16,4000,77,0
1944,4,2,500,31,0
1945,14,8,2000,50,1
1946,11,3,750,26,1
1947,14,7,1750,45,1
1948,15,5,1250,33,0
1949,16,2,500,16,1
1950,16,3,750,21,0
1951,11,8,2000,72,1
1952,11,1,250,11,1
1953,11,1,250,11,1
1954,11,1,250,11,1
1955,2,3,750,75,1
1956,2,3,750,77,0
1957,16,4,1000,28,1
1958,16,15,3750,87,0
1959,16,14,3500,83,1
1960,16,10,2500,62,0
1961,16,3,750,23,1
1962,14,3,750,26,0
1963,23,19,4750,62,1
1964,11,7,1750,75,1
1965,20,14,3500,69,1
1966,4,2,500,46,0
1967,11,2,500,25,1
1968,11,3,750,37,1
1969,13,7,1750,76,0
1970,16,6,1500,50,0
1971,14,3,750,33,1
1972,14,1,250,14,1
1973,14,1,250,14,0
1974,14,1,250,14,1
1975,14,1,250,14,1
1976,17,7,1750,58,1
1977,14,3,750,35,0
1978,16,7,1750,64,1
1979,21,2,500,21,1
1980,16,3,750,35,0
1981,16,1,250,16,1
1982,16,1,250,16,0
1983,16,1,250,16,1
1984,16,1,250,16,0
1985,16,1,250,16,1
1986,11,4,1000,74,0
1987,21,6,1500,48,1
1988,23,2,500,23,1
1989,23,6,1500,45,1
1990,14,2,500,35,1
1991,16,4,1000,58,0
1992,16,5,1250,71,0
1993,21,2,500,26,1
1994,21,3,750,35,0
1995,23,8,2000,69,1
1996,21,3,750,38,0
1997,21,3,750,40,1
1998,21,1,250,21,0
1999,21,1,250,21,1
2000,25,6,1500,50,0
2001,21,1,250,21,1
2002,21,1,250,21,0
2003,23,3,750,39,1
2004,21,2,500,33,1
2005,14,3,750,79,0
2006,23,1,250,23,1
2007,23,1,250,23,1
2008,23,1,250,23,0
2009,23,1,250,23,1
2010,23,1,250,23,0
2011,23,1,250,23,1
2012,16,3,750,86,0
2013,21,2,500,52,1
2014,39,1,250,39,0
2015,72,1,250,72,1
2016,2,50,12500,98,1
2017,0,13,3250,28,1
2018,1,16,4000,35,1
2019,2,20,5000,45,1
2020,1,24,6000,77,0
2021,4,4,1000,4,1
2022,2,7,1750,14,1
2023,1,12,3000,35,0
2024,5,46,11500,98,1
2025,0,3,750,4,0
2026,2,10,2500,28,1
2027,1,13,3250,47,0
2028,2,6,1500,15,1
2029,2,5,1250,11,1
2030,2,14,3500,48,1
2031,2,15,3750,49,1
2032,2,6,1500,15,1
2033,2,3,750,4,1
2034,2,3,750,4,1
2035,4,11,2750,28,0
2036,2,6,1500,16,1
2037,2,6,1500,16,1
2038,4,14,3500,40,0
2039,4,6,1500,14,1
2040,4,8,2000,21,1
2041,1,14,3500,58,0
2042,4,10,2500,28,1
2043,4,10,2500,28,1
2044,2,16,4000,64,0
2045,2,8,2000,28,1
2046,2,12,3000,47,1
2047,4,6,1500,16,1
2048,4,7,1750,22,1
2049,2,13,3250,53,1
2050,2,5,1250,16,0
2051,2,5,1250,16,1
2052,2,5,1250,16,0
2053,4,20,5000,69,1
2054,4,9,2250,28,1
2055,2,9,2250,36,0
2056,2,2,500,2,1
2057,2,2,500,2,1
2058,2,2,500,2,0
2059,2,11,2750,46,1
2060,2,11,2750,46,1
2061,2,6,1500,22,0
2062,4,5,1250,14,1
2063,4,19,4750,69,1
2064,4,8,2000,26,1
2065,2,7,1750,28,1
2066,3,6,1500,21,0
2067,2,8,2000,35,1
2068,4,5,1250,16,1
2069,3,16,4000,74,0
2070,2,4,1000,14,1
2071,0,2,500,4,0
2072,4,7,1750,25,1
2073,1,9,2250,51,0
2074,2,4,1000,16,1
2075,2,4,1000,16,1
2076,4,17,4250,71,1
2077,2,2,500,4,0
2078,2,2,500,4,1
2079,2,2,500,4,1
2080,2,4,1000,16,1
2081,2,2,500,4,0
2082,2,2,500,4,1
2083,2,4,1000,16,1
2084,2,4,1000,16,0
2085,2,4,1000,16,1
2086,2,6,1500,28,1
2087,2,6,1500,28,0
2088,4,2,500,4,1
2089,4,2,500,4,0
2090,2,7,1750,35,1
2091,4,2,500,4,1
2092,4,2,500,4,0
2093,4,2,500,4,0
2094,12,11,2750,23,1
2095,3,17,4250,86,0
2096,4,9,2250,38,1
2097,4,8,2000,34,1
2098,4,9,2250,40,1
2099,2,5,1250,26,0
2100,6,17,4250,70,0
2101,0,8,2000,59,1
2102,2,3,750,14,1
2103,2,10,2500,64,0
2104,4,9,2250,46,1
2105,4,5,1250,23,0
2106,4,8,2000,40,1
2107,2,12,3000,82,1
2108,11,24,6000,64,0
2109,2,7,1750,46,1
2110,4,11,2750,61,0
2111,1,7,1750,57,1
2112,2,11,2750,79,1
2113,2,3,750,16,1
2114,4,5,1250,26,1
2115,2,6,1500,41,1
2116,2,5,1250,33,1
2117,2,4,1000,26,0
2118,2,5,1250,34,0
2119,4,8,2000,46,1
2120,4,8,2000,48,1
2121,2,2,500,10,1
2122,4,5,1250,28,0
2123,2,2,500,10,1
2124,2,11,2750,88,1
2125,2,3,750,19,1
2126,2,5,1250,37,1
2127,9,5,1250,19,0
2128,2,2,500,11,1
2129,2,9,2250,74,0
2130,4,3,750,16,1
2131,4,3,750,16,1
2132,4,2,500,9,1
2133,6,3,750,14,0
2134,2,2,500,11,1
2135,2,2,500,11,1
2136,2,2,500,11,0
2137,2,7,1750,58,1
2138,2,1,250,2,1
2139,2,1,250,2,0
2140,2,1,250,2,1
2141,2,1,250,2,0
2142,2,1,250,2,1
2143,2,1,250,2,0
2144,2,1,250,2,1
2145,2,1,250,2,0
2146,2,1,250,2,1
2147,2,1,250,2,1
2148,2,1,250,2,1
2149,2,1,250,2,0
2150,2,1,250,2,1
2151,2,1,250,2,1
2152,2,1,250,2,1
2153,2,1,250,2,0
2154,2,1,250,2,0
2155,2,1,250,2,1
2156,2,1,250,2,1
2157,11,10,2500,35,0
2158,11,4,1000,16,1
2159,4,6,1500,41,1
2160,2,3,750,22,0
2161,4,4,1000,26,1
2162,10,4,1000,16,0
2163,2,4,1000,35,0
2164,4,12,3000,88,1
2165,13,8,2000,26,1
2166,4,5,1250,34,0
2167,4,5,1250,35,1
2168,4,7,1750,52,0
2169,4,7,1750,52,0
2170,2,2,500,14,0
2171,2,5,1250,47,1
2172,9,8,2000,38,1
2173,4,6,1500,47,0
2174,9,9,2250,45,1
2175,4,6,1500,52,1
2176,4,7,1750,58,0
2177,6,2,500,11,1
2178,11,9,2250,38,0
2179,2,2,500,16,0
2180,2,7,1750,76,1
2181,11,6,1500,27,1
2182,11,3,750,14,1
2183,4,1,250,4,0
2184,4,1,250,4,0
2185,4,1,250,4,1
2186,4,1,250,4,1
2187,4,1,250,4,0
2188,4,1,250,4,1
2189,4,1,250,4,1
2190,4,1,250,4,0
2191,4,1,250,4,1
2192,4,1,250,4,0
2193,4,3,750,24,1
2194,4,1,250,4,1
2195,4,1,250,4,0
2196,4,1,250,4,1
2197,10,8,2000,39,1
2198,14,7,1750,26,0
2199,8,10,2500,63,0
2200,4,2,500,14,1
2201,2,4,1000,43,1
2202,8,9,2250,58,0
2203,8,8,2000,52,1
2204,11,22,5500,98,0
2205,4,3,750,25,1
2206,11,17,4250,79,1
2207,9,2,500,11,1
2208,4,5,1250,46,0
2209,7,12,3000,86,1
2210,11,2,500,11,0
2211,11,2,500,11,1
2212,2,6,1500,75,1
2213,11,8,2000,41,1
2214,11,3,750,16,1
2215,12,13,3250,59,0
2216,2,3,750,35,1
2217,16,8,2000,28,0
2218,11,7,1750,37,1
2219,4,3,750,28,0
2220,12,12,3000,58,1
2221,4,4,1000,41,0
2222,11,14,3500,73,1
2223,4,5,1250,58,0
2224,4,4,1000,43,1
2225,3,2,500,23,0
2226,11,8,2000,46,1
2227,4,7,1750,82,1
2228,13,4,1000,21,0
2229,16,7,1750,28,1
2230,7,2,500,16,1
2231,4,5,1250,58,1
2232,4,5,1250,58,0
2233,4,4,1000,46,1
2234,14,13,3250,57,1
2235,4,3,750,34,1
2236,14,18,4500,78,0
2237,11,8,2000,48,1
2238,14,16,4000,70,0
2239,14,4,1000,22,1
2240,14,5,1250,26,1
2241,8,2,500,16,0
2242,11,2,500,14,1
2243,4,2,500,23,0
2244,14,3,750,19,1
2245,16,12,3000,50,1
2246,11,4,1000,28,1
2247,11,5,1250,35,0
2248,2,4,1000,70,1
2249,14,5,1250,28,1
2250,14,2,500,14,1
2251,14,2,500,14,1
2252,14,2,500,14,0
2253,14,6,1500,34,1
2254,11,5,1250,37,1
2255,4,5,1250,74,0
2256,11,3,750,23,0
2257,11,5,1250,38,1
2258,12,9,2250,60,0
2259,9,1,250,9,1
2260,9,1,250,9,0
2261,4,2,500,29,1
2262,11,2,500,17,0
2263,14,4,1000,26,1
2264,11,9,2250,72,1
2265,11,5,1250,41,0
2266,9,5,1250,51,1
2267,14,8,2000,50,1
2268,16,7,1750,38,0
2269,14,2,500,16,0
2270,14,16,4000,98,1
2271,14,4,1000,28,1
2272,16,7,1750,39,0
2273,14,7,1750,47,1
2274,16,6,1500,35,1
2275,11,3,750,28,0
2276,11,1,250,11,1
2277,9,3,750,34,0
2278,14,4,1000,30,0
2279,23,38,9500,98,1
2280,11,1,250,11,1
2281,11,1,250,11,0
2282,11,1,250,11,1
2283,11,1,250,11,1
2284,11,1,250,11,1
2285,11,2,500,21,0
2286,11,5,1250,50,1
2287,11,2,500,21,0
2288,16,4,1000,28,1
2289,14,3,750,26,0
2290,9,2,500,26,1
2291,14,6,1500,51,1
2292,11,2,500,24,0
2293,4,3,750,71,1
2294,21,13,3250,57,1
2295,11,6,1500,71,0
2296,14,2,500,21,1
2297,23,15,3750,57,0
2298,14,4,1000,38,0
2299,11,2,500,26,1
2300,16,5,1250,40,1
2301,4,2,500,51,1
2302,14,4,1000,40,0
2303,11,3,750,40,1
2304,14,5,1250,50,0
2305,14,1,250,14,1
2306,14,1,250,14,0
2307,14,1,250,14,1
2308,14,1,250,14,0
2309,14,1,250,14,1
2310,14,7,1750,72,0
2311,14,1,250,14,1
2312,9,3,750,52,1
2313,14,7,1750,73,0
2314,11,4,1000,58,1
2315,11,4,1000,59,0
2316,4,2,500,59,1
2317,11,4,1000,61,0
2318,16,4,1000,40,1
2319,16,10,2500,89,0
2320,21,2,500,21,1
2321,21,3,750,26,0
2322,16,8,2000,76,0
2323,21,3,750,26,1
2324,18,2,500,23,0
2325,23,5,1250,33,0
2326,16,3,750,34,1
2327,14,5,1250,64,1
2328,14,3,750,41,1
2329,16,1,250,16,0
2330,16,1,250,16,0
2331,16,1,250,16,1
2332,16,1,250,16,1
2333,16,1,250,16,0
2334,16,1,250,16,1
2335,16,4,1000,45,0
2336,16,1,250,16,1
2337,16,1,250,16,0
2338,16,1,250,16,0
2339,21,2,500,23,1
2340,21,2,500,23,0
2341,14,4,1000,57,1
2342,16,5,1250,60,0
2343,23,2,500,23,0
2344,14,5,1250,74,1
2345,23,3,750,28,0
2346,16,3,750,40,1
2347,9,2,500,52,0
2348,9,2,500,52,1
2349,16,7,1750,87,1
2350,14,2,500,35,0
2351,16,7,1750,93,1
2352,21,2,500,25,0
2353,14,3,750,52,1
2354,18,8,2000,95,0
2355,16,3,750,46,1
2356,11,3,750,76,0
2357,23,12,3000,86,0
2358,21,3,750,35,1
2359,23,2,500,26,0
2360,23,2,500,26,1
2361,23,3,750,33,1
2362,23,2,500,28,0
2363,21,1,250,21,1
2364,21,1,250,21,0
2365,21,1,250,21,1
2366,21,1,250,21,0
2367,21,1,250,21,0
2368,21,1,250,21,1
2369,21,1,250,21,0
2370,21,1,250,21,1
2371,21,1,250,21,1
2372,21,1,250,21,0
2373,21,1,250,21,1
2374,21,5,1250,60,0
2375,23,4,1000,45,1
2376,21,4,1000,52,0
2377,22,1,250,22,1
2378,11,2,500,70,0
2379,23,5,1250,58,1
2380,23,3,750,40,1
2381,23,3,750,41,0
2382,14,3,750,83,1
2383,21,2,500,35,0
2384,26,5,1250,49,1
2385,23,6,1500,70,0
2386,23,1,250,23,1
2387,23,1,250,23,0
2388,23,1,250,23,1
2389,23,1,250,23,0
2390,23,1,250,23,1
2391,23,1,250,23,0
2392,23,1,250,23,1
2393,23,4,1000,53,1
2394,21,6,1500,86,0
2395,21,3,750,64,1
2396,16,2,500,70,1
2397,21,3,750,70,1
2398,23,4,1000,87,1
2399,23,3,750,89,1
2400,35,3,750,64,1
2401,74,1,250,74,1
2402,2,43,10750,86,1
2403,6,22,5500,28,1
2404,2,44,11000,98,0
2405,2,11,2750,23,0
2406,2,21,5250,52,1
2407,4,4,1000,4,1
2408,2,11,2750,26,0
2409,2,11,2750,28,0
2410,3,14,3500,35,1
2411,4,6,1500,14,0
2412,3,5,1250,12,1
2413,4,33,8250,98,1
2414,3,10,2500,33,1
2415,4,10,2500,28,1
2416,2,11,2750,40,1
2417,2,11,2750,41,1
2418,4,13,3250,39,1
2419,1,10,2500,43,1
2420,4,9,2250,28,0
2421,2,5,1250,16,1
2422,2,6,1500,22,1
2423,4,5,1250,16,1
2424,2,4,1000,14,1
2425,2,4,1000,14,0
2426,2,6,1500,26,0
2427,4,5,1250,16,1
2428,2,7,1750,32,1
2429,2,6,1500,26,1
2430,2,8,2000,38,1
2431,2,2,500,4,1
2432,2,6,1500,28,1
2433,4,2,500,4,1
2434,1,14,3500,95,0
2435,2,3,750,11,0
2436,2,12,3000,70,1
2437,4,7,1750,32,1
2438,4,4,1000,16,0
2439,2,6,1500,35,1
2440,2,3,750,14,0
2441,2,4,1000,23,0
2442,4,4,1000,18,1
2443,5,6,1500,28,0
2444,4,6,1500,30,1
2445,14,5,1250,14,1
2446,3,8,2000,50,0
2447,4,9,2250,52,1
2448,4,16,4000,98,1
2449,2,9,2250,75,0
2450,4,6,1500,35,1
2451,4,9,2250,55,0
2452,4,6,1500,35,1
2453,2,6,1500,45,0
2454,2,6,1500,47,0
2455,4,2,500,9,0
2456,2,2,500,11,1
2457,4,6,1500,38,1
2458,9,9,2250,38,0
2459,11,5,1250,18,0
2460,2,3,750,21,1
2461,2,1,250,2,0
2462,2,1,250,2,1
2463,2,1,250,2,0
2464,2,1,250,2,1
2465,2,1,250,2,0
2466,2,1,250,2,1
2467,2,1,250,2,1
2468,2,1,250,2,1
2469,2,1,250,2,0
2470,2,3,750,22,0
2471,9,11,2750,49,1
2472,3,5,1250,38,0
2473,3,1,250,3,1
2474,4,6,1500,43,0
2475,2,3,750,24,0
2476,12,11,2750,39,1
2477,2,2,500,14,1
2478,9,3,750,14,0
2479,14,8,2000,26,0
2480,4,2,500,13,1
2481,4,11,2750,95,0
2482,4,1,250,4,1
2483,4,1,250,4,1
2484,4,1,250,4,0
2485,4,1,250,4,1
2486,4,1,250,4,0
2487,4,1,250,4,1
2488,4,1,250,4,1
2489,4,1,250,4,0
2490,4,7,1750,62,0
2491,4,4,1000,34,1
2492,11,6,1500,28,0
2493,13,3,750,14,1
2494,9,9,2250,54,0
2495,11,2,500,11,0
2496,2,5,1250,63,1
2497,7,11,2750,89,0
2498,8,9,2250,64,1
2499,2,2,500,22,1
2500,11,16,4000,89,0
2501,4,5,1250,58,0
2502,14,7,1750,35,1
2503,11,4,1000,27,0
2504,7,9,2250,89,1
2505,7,5,1250,52,0
2506,11,6,1500,41,1
2507,10,5,1250,38,0
2508,14,2,500,14,1
2509,14,2,500,14,0
2510,14,2,500,14,1
2511,2,2,500,33,1
2512,11,3,750,23,0
2513,14,8,2000,46,1
2514,9,1,250,9,0
2515,16,5,1250,27,1
2516,14,4,1000,26,0
2517,4,2,500,30,0
2518,14,3,750,21,1
2519,16,16,4000,77,0
2520,4,2,500,31,0
2521,14,8,2000,50,1
2522,11,3,750,26,1
2523,14,7,1750,45,1
